1664328994.9282882,78.3
1664328995.1289024,78.7
1664328995.329466,78.9
1664328995.5300686,79.4
1664328995.7308888,78.3
1664328995.9314225,81.5
1664328996.1319404,78.0
1664328996.3324745,78.0
1664328996.5329807,77.7
1664328996.7335124,77.8
1664328996.9340274,81.1
1664328997.1345408,76.6
1664328997.3350554,77.6
1664328997.5355718,76.9
1664328997.7360795,77.4
1664328997.9365768,79.4
1664328998.1370971,81.8
1664328998.337623,78.2
1664328998.5380797,77.7
1664328998.738646,76.3
1664328998.939196,60.5
1664328999.139714,67.1
1664328999.3402364,60.6
1664328999.540815,59.4
1664328999.7414176,61.0
1664328999.9419575,61.0
1664329000.1424642,61.5
1664329000.3430321,66.5
1664329000.5435915,61.6
1664329000.744143,60.0
1664329000.9447029,61.2
1664329001.1452203,61.2
1664329001.3457406,66.9
1664329001.546311,61.2
1664329001.7468529,62.1
1664329001.947375,90.4
1664329002.1479135,91.7
1664329002.3484635,95.0
1664329002.5490785,95.5
1664329002.7497413,95.6
1664329002.9504015,96.2
1664329003.1510417,95.6
1664329003.351711,91.1
1664329003.552305,96.2
1664329003.7528877,94.9
1664329003.9535215,95.7
1664329004.1541061,95.0
1664329004.3547642,94.3
1664329004.5554235,91.7
1664329004.7561038,95.5
1664329004.956737,94.4
1664329005.1573894,94.3
1664329005.3580518,94.3
1664329005.5586596,94.9
1664329005.7592256,95.6
1664329005.959803,92.4
1664329006.1604211,94.3
1664329006.3610141,95.6
1664329006.5616136,97.0
1664329006.7621655,95.6
1664329006.9628239,94.9
1664329007.1634142,92.5
1664329007.3639815,96.2
1664329007.5645874,94.3
1664329007.7652283,72.6
1664329007.9659336,62.4
1664329008.1665437,51.3
1664329008.3670774,50.0
1664329008.567683,48.4
1664329008.7683477,48.8
1664329008.9690404,48.1
1664329009.1697397,54.3
1664329009.370407,49.7
1664329009.5710697,48.4
1664329009.7716157,50.6
1664329009.9721546,48.4
1664329010.1726887,50.6
1664329010.3732383,51.6
1664329010.5738795,48.4
1664329010.7745535,47.8
1664329010.9752169,50.6
1664329011.1758635,48.1
1664329011.3765252,53.2
1664329011.5770826,47.8
1664329011.7776845,48.8
1664329011.9781575,48.4
1664329012.1788216,48.7
1664329012.379414,51.9
1664329012.580023,51.9
1664329012.7806187,47.5
1664329012.981115,32.9
1664329013.18162,13.0
1664329013.3821445,11.9
1664329013.582683,20.6
1664329013.783254,12.5
1664329013.9837284,12.4
1664329014.1841974,11.9
1664329014.3846872,12.4
1664329014.5851607,15.1
1664329014.785694,16.9
1664329014.9862297,13.0
1664329015.1867082,11.4
1664329015.3871968,12.4
1664329015.5876675,12.0
1664329015.7881777,17.0
1664329015.9886978,14.4
1664329016.189223,12.5
1664329016.3897521,12.4
1664329016.5902367,12.5
1664329016.7907386,16.3
1664329016.991288,15.0
1664329017.19183,1.2
1664329017.3929274,2.5
1664329017.5944848,0.6
1664329017.7959552,3.7
1664329017.9974484,8.0
1664329018.1986232,0.6
1664329018.3998284,0.6
1664329018.6012697,3.8
1664329018.802573,0.6
1664329019.0038762,3.8
1664329019.2048132,1.9
1664329019.406021,0.0
1664329019.6074674,1.3
1664329019.808929,3.1
1664329020.0099323,0.0
1664329020.2110894,5.6
1664329020.4124038,0.0
1664329020.613708,0.0
1664329020.815229,0.0
1664329021.0166733,1.2
1664329021.2175903,8.1
1664329021.4181883,0.0
1664329021.6193073,0.6
1664329021.8207736,0.6
1664329022.022246,0.6
1664329022.2236984,0.6
1664329022.425465,9.9
1664329022.6273432,0.0
1664329022.8287957,0.6
1664329023.0302906,0.0
1664329023.2317371,1.2
1664329023.4331841,5.0
1664329023.6341765,3.1
1664329023.8348265,0.0
1664329024.036035,1.9
1664329024.23749,0.6
1664329024.439005,0.6
1664329024.6399066,5.6
1664329024.8410814,3.1
1664329025.0420713,0.0
1664329025.2432308,0.6
